,Termo da busca,Data da Busca,Acervo,Ano,Edição,Página,Nome do arquivo,Link
0,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1908,377,2,245038_5418.jpg,http://memoria.bn.br/docreader/245038/5418
1,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1908,380,2,245038_5434.jpg,http://memoria.bn.br/docreader/245038/5434
2,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1910,841,3,245038_8920.jpg,http://memoria.bn.br/docreader/245038/8920
3,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,226,1,245038_12042.jpg,http://memoria.bn.br/docreader/245038/12042
4,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,357,4,245038_13297.jpg,http://memoria.bn.br/docreader/245038/13297
5,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,358,7,245038_13308.jpg,http://memoria.bn.br/docreader/245038/13308
6,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,366,5,245038_13378.jpg,http://memoria.bn.br/docreader/245038/13378
7,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,378,7,245038_13484.jpg,http://memoria.bn.br/docreader/245038/13484
8,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,387,6,245038_13573.jpg,http://memoria.bn.br/docreader/245038/13573
9,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,396,4,245038_13655.jpg,http://memoria.bn.br/docreader/245038/13655
10,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,401,5,245038_13700.jpg,http://memoria.bn.br/docreader/245038/13700
11,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,430,4,245038_14027.jpg,http://memoria.bn.br/docreader/245038/14027
12,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,431,3,245038_14036.jpg,http://memoria.bn.br/docreader/245038/14036
13,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,445,7,245038_14194.jpg,http://memoria.bn.br/docreader/245038/14194
14,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,451,4,245038_14288.jpg,http://memoria.bn.br/docreader/245038/14288
15,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1911,465,4,245038_14432.jpg,http://memoria.bn.br/docreader/245038/14432
16,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,486A,5,245038_14578.jpg,http://memoria.bn.br/docreader/245038/14578
17,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,504,7,245038_14780.jpg,http://memoria.bn.br/docreader/245038/14780
18,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,537,5,245038_15056.jpg,http://memoria.bn.br/docreader/245038/15056
19,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,574,4,245038_15393.jpg,http://memoria.bn.br/docreader/245038/15393
20,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,581,5,245038_15466.jpg,http://memoria.bn.br/docreader/245038/15466
21,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,600,3,245038_15640.jpg,http://memoria.bn.br/docreader/245038/15640
22,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,616,5,245038_15772.jpg,http://memoria.bn.br/docreader/245038/15772
23,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,663,2,245038_16160.jpg,http://memoria.bn.br/docreader/245038/16160
24,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,792,7,245038_17359.jpg,http://memoria.bn.br/docreader/245038/17359
25,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,797,7,245038_17400.jpg,http://memoria.bn.br/docreader/245038/17400
26,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,801,2,245038_17427.jpg,http://memoria.bn.br/docreader/245038/17427
27,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1912,825,15,245038_17708.jpg,http://memoria.bn.br/docreader/245038/17708
28,"""honorio menelik""",2024-04-19,A Imprensa (RJ) - 1898 a 1914,1914,087,5,245038_19844.jpg,http://memoria.bn.br/docreader/245038/19844
